channel_title,message_id,date,text,media_path
Shewa Brand,3315,2024-09-29 05:42:56+00:00,"SKECHERS GOODR YEAR
Size 40#41#43
MADE IN VIETNAM
SHEWA BRAND
አድራሻ ድሬዳዋ አሸዋ ሚና ህንፃ 1ኛ ፎቅ ላይ እንገኛለን 
የቴሌግራም ቻናላችንን ይቀላቀሉ
👇👇👇
https://t.me//shewabrand
https://t.me//shewabrand
https://t.me//shewabrand
https://t.me//shewabrand
የቤት ቁጥር 109 እና 110
📩በ inbox  @shewat2 አዋሩን

📞 0987336458
📞0948595409 ይደውሉልን",media\@Shewabrand_3315.jpg
Shewa Brand,3314,2024-09-27 13:04:15+00:00,"Vans triple sole 2024
Size 40#41#43
MADE IN VIETNAM
SHEWA BRAND
አድራሻ ድሬዳዋ አሸዋ ሚና ህንፃ 1ኛ ፎቅ ላይ እንገኛለን 
የቴሌግራም ቻናላችንን ይቀላቀሉ
👇👇👇
https://t.me//shewabrand
https://t.me//shewabrand
https://t.me//shewabrand
https://t.me//shewabrand
የቤት ቁጥር 109 እና 110
📩በ inbox  @shewat2 አዋሩን

📞 0987336458
📞0948595409 ይደውሉልን",media\@Shewabrand_3314.jpg
Shewa Brand,3313,2024-09-27 09:48:55+00:00,"SKECHERS Arch Fit
Size 40#41#43#44
MADE IN VIETNAM
SHEWA BRAND
አድራሻ ድሬዳዋ አሸዋ ሚና ህንፃ 1ኛ ፎቅ ላይ እንገኛለን 
የቴሌግራም ቻናላችንን ይቀላቀሉ
👇👇👇
https://t.me//shewabrand
https://t.me//shewabrand
https://t.me//shewabrand
https://t.me//shewabrand
የቤት ቁጥር 109 እና 110
📩በ inbox  @shewat2 አዋሩን

📞 0987336458
📞0948595409 ይደውሉልን",media\@Shewabrand_3313.jpg
Shewa Brand,3312,2024-09-24 11:03:41+00:00,,media\@Shewabrand_3312.jpg
Shewa Brand,3311,2024-09-24 11:03:41+00:00,,media\@Shewabrand_3311.jpg
Shewa Brand,3310,2024-09-24 11:03:41+00:00,,media\@Shewabrand_3310.jpg
Shewa Brand,3309,2024-09-24 11:03:41+00:00,,media\@Shewabrand_3309.jpg
Shewa Brand,3308,2024-09-24 11:03:41+00:00,"ሰላም እንዴት ናቹ ዉድ ደንበኞቻችን እንግዳዎስ ማንዴላ የወንዶች ዘመናዊ ሱፍ ስፌት  አዳዲስ ልብስ ማዘጋጀቱ ሲገልፅ በደስታ ነዉ  የሚሰጣቸው አገልግሎቶች ለኪራይ ለሰርግ ለልደት እንዲሁም ለሽያጭ  ለምትፈልጉ በፍላጎታቹ መሰረት ይዞላቹ ቀርቧል አድራሻ ድሬዳዋ ታይዋን የገበያ አዳራሽ   
እንገኛለን የቤት ቁ 343 ስልክ 0927270769
0946000623 ይደዉሉ",media\@Shewabrand_3308.jpg
Shewa Brand,3302,2024-09-21 09:00:06+00:00,"NAKED WOLFE 
Size 39#40#41#42#43
MADE IN VIETNAM
SHEWA BRAND
አድራሻ ድሬዳዋ አሸዋ ሚና ህንፃ 1ኛ ፎቅ ላይ እንገኛለን 
የቴሌግራም ቻናላችንን ይቀላቀሉ
👇👇👇
https://t.me//shewabrand
https://t.me//shewabrand
https://t.me//shewabrand
https://t.me//shewabrand
የቤት ቁጥር 109 እና 110
📩በ inbox  @shewat2 አዋሩን

📞 0987336458
📞0948595409 ይደውሉልን",media\@Shewabrand_3302.jpg
Shewa Brand,3300,2024-09-20 07:11:25+00:00,"NIKE AIR 1 Tiffany & Co v2
Size 36#37#38#39
MADE IN VIETNAM
SHEWA BRAND
አድራሻ ድሬዳዋ አሸዋ ሚና ህንፃ 1ኛ ፎቅ ላይq እንገኛለን 
የቴሌግራም ቻናላችንን ይቀላቀሉ
👇👇👇
https://t.me//shewabrand
https://t.me//shewabrand
https://t.me//shewabrand
https://t.me//shewabrand
የቤት ቁጥር 109 እና 110
📩በ inbox  @shewat2 አዋሩን

📞 0987336458
📞0948595409 ይደውሉልን",media\@Shewabrand_3300.jpg
